player_name,age,year,overall_rating,potential,overall_rating_potential_diff,preferred_foot
Aaron Appindangoye,24,2016,67.0,71.0,-4.0,right
Aaron Appindangoye,23,2015,61.0,65.0,-4.0,right
Aaron Appindangoye,15,2007,61.0,65.0,-4.0,right
Aaron Cresswell,27,2016,73.0,75.0,-2.0,left
Aaron Cresswell,26,2015,71.0,75.0,-4.0,left
Aaron Cresswell,25,2014,70.0,79.0,-9.0,left
Aaron Cresswell,24,2013,69.0,80.0,-11.0,left
Aaron Cresswell,23,2012,65.0,68.0,-3.0,left
Aaron Cresswell,22,2011,64.0,68.0,-4.0,left
Aaron Cresswell,21,2010,51.0,64.0,-13.0,left
Aaron Cresswell,20,2009,47.0,60.0,-13.0,left
Aaron Cresswell,19,2008,53.0,60.0,-7.0,right
Aaron Cresswell,18,2007,53.0,60.0,-7.0,right
Aaron Doran,25,2016,65.0,67.0,-2.0,right
Aaron Doran,24,2015,66.0,70.0,-4.0,right
Aaron Doran,23,2014,69.0,78.0,-9.0,right
Aaron Doran,22,2013,69.0,76.0,-7.0,right
Aaron Doran,21,2012,65.0,75.0,-10.0,right
Aaron Doran,20,2011,67.0,78.0,-11.0,right
Aaron Doran,19,2010,65.0,70.0,-5.0,right
Aaron Doran,18,2009,59.0,70.0,-11.0,right
Aaron Doran,16,2007,59.0,70.0,-11.0,right
Aaron Galindo,34,2016,69.0,69.0,0.0,right
Aaron Galindo,33,2015,67.0,67.0,0.0,right
Aaron Galindo,32,2014,67.0,67.0,0.0,right
Aaron Galindo,31,2013,68.0,70.0,-2.0,right
Aaron Galindo,30,2012,69.0,70.0,-1.0,right
Aaron Galindo,29,2011,69.0,70.0,-1.0,right
Aaron Galindo,28,2010,69.0,70.0,-1.0,right
Aaron Galindo,27,2009,75.0,82.0,-7.0,right
Aaron Galindo,26,2008,73.0,82.0,-9.0,right
Aaron Galindo,25,2007,71.0,78.0,-7.0,right
Aaron Hughes,36,2015,70.0,70.0,0.0,right
Aaron Hughes,35,2014,72.0,72.0,0.0,right
Aaron Hughes,34,2013,74.0,74.0,0.0,right
Aaron Hughes,33,2012,75.0,75.0,0.0,right
Aaron Hughes,32,2011,75.0,81.0,-6.0,right
Aaron Hughes,31,2010,78.0,81.0,-3.0,right
Aaron Hughes,30,2009,75.0,81.0,-6.0,right
Aaron Hughes,29,2008,72.0,78.0,-6.0,right
Aaron Hughes,28,2007,75.0,75.0,0.0,right
Aaron Hunt,30,2016,77.0,77.0,0.0,left
Aaron Hunt,29,2015,78.0,78.0,0.0,left
Aaron Hunt,28,2014,79.0,81.0,-2.0,left
Aaron Hunt,27,2013,79.0,81.0,-2.0,left
Aaron Hunt,26,2012,75.0,78.0,-3.0,left
Aaron Hunt,25,2011,76.0,83.0,-7.0,left
Aaron Hunt,24,2010,78.0,83.0,-5.0,left
Aaron Hunt,23,2009,75.0,82.0,-7.0,left
Aaron Hunt,22,2008,76.0,86.0,-10.0,left
Aaron Hunt,21,2007,73.0,80.0,-7.0,left
Aaron Kuhl,20,2016,61.0,75.0,-14.0,right
Aaron Kuhl,19,2015,61.0,76.0,-15.0,right
Aaron Kuhl,18,2014,60.0,77.0,-17.0,right
Aaron Kuhl,11,2007,60.0,77.0,-17.0,right
Aaron Lennon,28,2015,78.0,78.0,0.0,right
Aaron Lennon,27,2014,79.0,80.0,-1.0,right
Aaron Lennon,26,2013,81.0,82.0,-1.0,right
Aaron Lennon,25,2012,81.0,84.0,-3.0,right
Aaron Lennon,24,2011,82.0,85.0,-3.0,right
Aaron Lennon,23,2010,84.0,87.0,-3.0,right
Aaron Lennon,22,2009,79.0,87.0,-8.0,right
Aaron Lennon,21,2008,80.0,87.0,-7.0,right
Aaron Lennon,20,2007,79.0,90.0,-11.0,right
Aaron Lennox,23,2016,48.0,57.0,-9.0,right
Aaron Lennox,21,2014,48.0,57.0,-9.0,right
Aaron Lennox,14,2007,48.0,57.0,-9.0,right
Aaron Meijers,28,2015,69.0,70.0,-1.0,left
Aaron Meijers,27,2014,67.0,69.0,-2.0,left
Aaron Meijers,26,2013,67.0,71.0,-4.0,left
Aaron Meijers,25,2012,67.0,71.0,-4.0,right
Aaron Meijers,24,2011,64.0,67.0,-3.0,right
Aaron Meijers,21,2008,64.0,67.0,-3.0,right
Aaron Meijers,20,2007,64.0,67.0,-3.0,right
Aaron Mokoena,32,2012,68.0,68.0,0.0,right
Aaron Mokoena,31,2011,70.0,78.0,-8.0,right
Aaron Mokoena,30,2010,74.0,78.0,-4.0,right
Aaron Mokoena,29,2009,72.0,78.0,-6.0,right
Aaron Mokoena,28,2008,72.0,78.0,-6.0,right
Aaron Mokoena,27,2007,72.0,80.0,-8.0,right
Aaron Mooy,26,2016,74.0,77.0,-3.0,right
Aaron Mooy,25,2015,65.0,70.0,-5.0,right
Aaron Mooy,24,2014,65.0,77.0,-12.0,right
Aaron Mooy,23,2013,65.0,73.0,-8.0,right
Aaron Mooy,22,2012,61.0,73.0,-12.0,right
Aaron Mooy,21,2011,60.0,67.0,-7.0,right
Aaron Mooy,20,2010,60.0,67.0,-7.0,right
Aaron Mooy,19,2009,60.0,67.0,-7.0,right
Aaron Mooy,17,2007,60.0,67.0,-7.0,right
Aaron Muirhead,24,2014,63.0,70.0,-7.0,right
Aaron Muirhead,23,2013,63.0,70.0,-7.0,right
Aaron Muirhead,17,2007,63.0,70.0,-7.0,right
Aaron Niguez,27,2016,70.0,72.0,-2.0,left
Aaron Niguez,26,2015,70.0,75.0,-5.0,left
Aaron Niguez,25,2014,69.0,74.0,-5.0,left
Aaron Niguez,24,2013,67.0,70.0,-3.0,left
Aaron Niguez,23,2012,65.0,74.0,-9.0,left
Aaron Niguez,22,2011,66.0,74.0,-8.0,left
Aaron Niguez,21,2010,67.0,79.0,-12.0,left
Aaron Niguez,20,2009,60.0,83.0,-23.0,left
Aaron Niguez,19,2008,59.0,83.0,-24.0,left
Aaron Niguez,18,2007,59.0,83.0,-24.0,left
Aaron Ramsey,26,2016,82.0,85.0,-3.0,right
Aaron Ramsey,25,2015,82.0,86.0,-4.0,right
Aaron Ramsey,24,2014,81.0,85.0,-4.0,right
Aaron Ramsey,23,2013,77.0,84.0,-7.0,right
Aaron Ramsey,22,2012,79.0,86.0,-7.0,right
Aaron Ramsey,21,2011,75.0,86.0,-11.0,right
Aaron Ramsey,20,2010,77.0,86.0,-9.0,right
Aaron Ramsey,19,2009,73.0,85.0,-12.0,right
Aaron Ramsey,18,2008,71.0,85.0,-14.0,right
Aaron Ramsey,17,2007,71.0,85.0,-14.0,right
Aaron Splaine,20,2016,55.0,63.0,-8.0,left
Aaron Splaine,19,2015,54.0,62.0,-8.0,left
Aaron Splaine,18,2014,55.0,63.0,-8.0,left
Aaron Splaine,11,2007,55.0,63.0,-8.0,left
Aaron Taylor-Sinclair,25,2016,64.0,69.0,-5.0,left
Aaron Taylor-Sinclair,24,2015,62.0,67.0,-5.0,left
Aaron Taylor-Sinclair,23,2014,60.0,73.0,-13.0,left
Aaron Taylor-Sinclair,22,2013,62.0,69.0,-7.0,left
Aaron Taylor-Sinclair,16,2007,62.0,69.0,-7.0,left
Aaron Wilbraham,37,2016,65.0,65.0,0.0,right
Aaron Wilbraham,36,2015,65.0,65.0,0.0,right
Aaron Wilbraham,35,2014,63.0,63.0,0.0,right
Aaron Wilbraham,34,2013,63.0,63.0,0.0,right
Aaron Wilbraham,33,2012,61.0,61.0,0.0,right
Aaron Wilbraham,32,2011,62.0,65.0,-3.0,right
Aaron Wilbraham,31,2010,60.0,62.0,-2.0,right
Aaron Wilbraham,30,2009,60.0,65.0,-5.0,right
Aaron Wilbraham,29,2008,58.0,65.0,-7.0,right
Aaron Wilbraham,28,2007,50.0,65.0,-15.0,right
Aatif Chahechouhe,30,2016,76.0,76.0,0.0,right
Aatif Chahechouhe,29,2015,75.0,75.0,0.0,right
Aatif Chahechouhe,28,2014,75.0,75.0,0.0,right
Aatif Chahechouhe,25,2011,58.0,72.0,-14.0,right
Aatif Chahechouhe,24,2010,55.0,72.0,-17.0,right
Aatif Chahechouhe,23,2009,55.0,72.0,-17.0,right
Aatif Chahechouhe,22,2008,55.0,72.0,-17.0,right
Aatif Chahechouhe,21,2007,55.0,72.0,-17.0,right
Abasse Ba,34,2010,64.0,71.0,-7.0,right
Abasse Ba,32,2008,66.0,71.0,-5.0,right
Abasse Ba,31,2007,66.0,65.0,1.0,right
Abdelaziz Barrada,27,2016,74.0,76.0,-2.0,right
Abdelaziz Barrada,26,2015,74.0,78.0,-4.0,right
Abdelaziz Barrada,25,2014,74.0,78.0,-4.0,right
Abdelaziz Barrada,24,2013,74.0,79.0,-5.0,right
Abdelaziz Barrada,23,2012,76.0,79.0,-3.0,right
Abdelaziz Barrada,22,2011,65.0,85.0,-20.0,right
Abdelaziz Barrada,20,2009,65.0,85.0,-20.0,right
Abdelaziz Barrada,18,2007,65.0,85.0,-20.0,right
Abdelfettah Boukhriss,25,2011,64.0,69.0,-5.0,left
Abdelfettah Boukhriss,21,2007,64.0,69.0,-5.0,left
Abdelhamid El Kaoutari,26,2016,73.0,76.0,-3.0,left
Abdelhamid El Kaoutari,25,2015,71.0,75.0,-4.0,left
Abdelhamid El Kaoutari,24,2014,71.0,75.0,-4.0,left
Abdelhamid El Kaoutari,23,2013,70.0,77.0,-7.0,left
Abdelhamid El Kaoutari,22,2012,72.0,77.0,-5.0,left
Abdelhamid El Kaoutari,21,2011,66.0,74.0,-8.0,left
Abdelhamid El Kaoutari,20,2010,66.0,74.0,-8.0,left
Abdelhamid El Kaoutari,19,2009,56.0,67.0,-11.0,left
Abdelhamid El Kaoutari,18,2008,48.0,56.0,-8.0,left
Abdelhamid El Kaoutari,17,2007,48.0,56.0,-8.0,left
Abdelkader Ghezzal,32,2016,67.0,67.0,0.0,right
Abdelkader Ghezzal,31,2015,67.0,67.0,0.0,right
Abdelkader Ghezzal,30,2014,67.0,67.0,0.0,right
Abdelkader Ghezzal,29,2013,68.0,68.0,0.0,right
Abdelkader Ghezzal,28,2012,72.0,76.0,-4.0,right
Abdelkader Ghezzal,27,2011,72.0,82.0,-10.0,right
Abdelkader Ghezzal,26,2010,71.0,79.0,-8.0,right
Abdelkader Ghezzal,25,2009,72.0,79.0,-7.0,right
Abdelkader Ghezzal,24,2008,63.0,67.0,-4.0,right
Abdelkader Ghezzal,23,2007,63.0,67.0,-4.0,right
Abdellah Zoubir,23,2014,59.0,69.0,-10.0,right
Abdellah Zoubir,22,2013,59.0,69.0,-10.0,right
Abdellah Zoubir,16,2007,59.0,69.0,-10.0,right
Abdelmajid Oulmers,32,2010,68.0,70.0,-2.0,right
Abdelmajid Oulmers,31,2009,68.0,70.0,-2.0,right
Abdelmajid Oulmers,30,2008,68.0,69.0,-1.0,right
Abdelmajid Oulmers,29,2007,70.0,69.0,1.0,right
Abdelmalek Cherrad,29,2010,62.0,73.0,-11.0,right
Abdelmalek Cherrad,28,2009,62.0,73.0,-11.0,right
Abdelmalek Cherrad,27,2008,61.0,73.0,-12.0,right
Abdelmalek Cherrad,26,2007,61.0,73.0,-12.0,right
Abdelmalek El Hasnaoui,22,2016,63.0,72.0,-9.0,left
Abdelmalek El Hasnaoui,21,2015,63.0,72.0,-9.0,left
Abdelmalek El Hasnaoui,13,2007,63.0,72.0,-9.0,left
Abdelouahed Chakhsi,28,2014,56.0,62.0,-6.0,right
Abdelouahed Chakhsi,27,2013,53.0,57.0,-4.0,right
Abdelouahed Chakhsi,26,2012,53.0,57.0,-4.0,right
Abdelouahed Chakhsi,21,2007,53.0,57.0,-4.0,right
Abderrazak Jadid,32,2015,63.0,63.0,0.0,right
Abderrazak Jadid,30,2013,63.0,68.0,-5.0,right
Abderrazak Jadid,29,2012,71.0,73.0,-2.0,right
Abderrazak Jadid,28,2011,63.0,66.0,-3.0,right
Abderrazak Jadid,27,2010,59.0,63.0,-4.0,right
Abderrazak Jadid,25,2008,59.0,63.0,-4.0,right
Abderrazak Jadid,24,2007,63.0,63.0,0.0,right
Abdeslam Ouaddou,31,2009,77.0,79.0,-2.0,right
Abdeslam Ouaddou,30,2008,77.0,80.0,-3.0,right
Abdeslam Ouaddou,29,2007,78.0,79.0,-1.0,right
Abdessalam Benjelloun,25,2010,61.0,65.0,-4.0,right
Abdessalam Benjelloun,24,2009,66.0,76.0,-10.0,right
Abdessalam Benjelloun,23,2008,66.0,76.0,-10.0,right
Abdessalam Benjelloun,22,2007,59.0,70.0,-11.0,right
Abdou Diallo,20,2016,64.0,76.0,-12.0,left
Abdou Diallo,19,2015,62.0,70.0,-8.0,left
Abdou Diallo,18,2014,62.0,70.0,-8.0,left
Abdou Diallo,11,2007,62.0,70.0,-8.0,left
Abdou Traore,28,2016,70.0,70.0,0.0,right
Abdou Traore,27,2015,70.0,73.0,-3.0,right
Abdou Traore,26,2014,68.0,73.0,-5.0,right
Abdou Traore,25,2013,68.0,73.0,-5.0,right
Abdou Traore,24,2012,69.0,73.0,-4.0,right
Abdou Traore,23,2011,67.0,76.0,-9.0,right
Abdou Traore,22,2010,67.0,82.0,-15.0,right
Abdou Traore,21,2009,66.0,82.0,-16.0,right
Abdou Traore,20,2008,53.0,74.0,-21.0,right
Abdou Traore,19,2007,53.0,74.0,-21.0,right
Abdoul Ba,22,2016,64.0,70.0,-6.0,right
Abdoul Ba,21,2015,63.0,66.0,-3.0,right
Abdoul Ba,20,2014,63.0,66.0,-3.0,right
Abdoul Ba,13,2007,63.0,66.0,-3.0,right
Abdoul Karim Yoda,28,2016,72.0,73.0,-1.0,left
Abdoul Karim Yoda,27,2015,67.0,72.0,-5.0,left
Abdoul Karim Yoda,26,2014,63.0,66.0,-3.0,left
Abdoul Karim Yoda,25,2013,63.0,70.0,-7.0,left
Abdoul Karim Yoda,24,2012,63.0,70.0,-7.0,left
Abdoul Karim Yoda,23,2011,58.0,65.0,-7.0,left
Abdoul Karim Yoda,22,2010,54.0,55.0,-1.0,left
Abdoul Karim Yoda,21,2009,55.0,56.0,-1.0,left
Abdoul Karim Yoda,20,2008,49.0,59.0,-10.0,left
Abdoul Karim Yoda,19,2007,49.0,59.0,-10.0,left
Abdoul Razzagui Camara,26,2016,71.0,75.0,-4.0,left
Abdoul Razzagui Camara,25,2015,69.0,73.0,-4.0,left
Abdoul Razzagui Camara,24,2014,69.0,75.0,-6.0,left
Abdoul Razzagui Camara,23,2013,69.0,75.0,-6.0,left
Abdoul Razzagui Camara,22,2012,69.0,75.0,-6.0,left
Abdoul Razzagui Camara,21,2011,70.0,75.0,-5.0,left
Abdoul Razzagui Camara,20,2010,60.0,75.0,-15.0,right
Abdoul Razzagui Camara,19,2009,62.0,75.0,-13.0,right
Abdoul Razzagui Camara,17,2007,62.0,75.0,-13.0,right
Abdoulay Konko,32,2016,75.0,75.0,0.0,right
Abdoulay Konko,31,2015,74.0,74.0,0.0,right
Abdoulay Konko,30,2014,78.0,78.0,0.0,right
Abdoulay Konko,29,2013,79.0,80.0,-1.0,right
Abdoulay Konko,28,2012,78.0,81.0,-3.0,right
Abdoulay Konko,27,2011,75.0,80.0,-5.0,right
Abdoulay Konko,26,2010,75.0,80.0,-5.0,right
Abdoulay Konko,25,2009,76.0,80.0,-4.0,right
Abdoulay Konko,24,2008,76.0,78.0,-2.0,right
Abdoulay Konko,23,2007,51.0,56.0,-5.0,left
Abdoulaye Ba,25,2016,73.0,77.0,-4.0,right
Abdoulaye Ba,24,2015,71.0,75.0,-4.0,right
Abdoulaye Ba,23,2014,70.0,78.0,-8.0,right
Abdoulaye Ba,22,2013,68.0,77.0,-9.0,right
Abdoulaye Ba,21,2012,70.0,78.0,-8.0,right
Abdoulaye Ba,20,2011,64.0,75.0,-11.0,right
Abdoulaye Ba,16,2007,64.0,75.0,-11.0,right
Abdoulaye Bamba,26,2016,69.0,73.0,-4.0,right
Abdoulaye Bamba,25,2015,66.0,70.0,-4.0,right
Abdoulaye Bamba,24,2014,66.0,72.0,-6.0,right
Abdoulaye Bamba,23,2013,65.0,72.0,-7.0,right
Abdoulaye Bamba,22,2012,65.0,72.0,-7.0,right
Abdoulaye Bamba,21,2011,61.0,80.0,-19.0,right
Abdoulaye Bamba,20,2010,62.0,80.0,-18.0,right
Abdoulaye Bamba,17,2007,62.0,80.0,-18.0,right
Abdoulaye Diaby,25,2016,73.0,76.0,-3.0,left
Abdoulaye Diaby,24,2015,69.0,73.0,-4.0,right
Abdoulaye Diaby,23,2014,66.0,71.0,-5.0,right
Abdoulaye Diaby,22,2013,66.0,71.0,-5.0,right
Abdoulaye Diaby,21,2012,66.0,71.0,-5.0,right
Abdoulaye Diaby,20,2011,60.0,79.0,-19.0,right
Abdoulaye Diaby,16,2007,60.0,79.0,-19.0,right
"Abdoulaye Diallo Sadio,22",26,2016,72.0,74.0,-2.0,right
"Abdoulaye Diallo Sadio,22",25,2015,71.0,73.0,-2.0,right
"Abdoulaye Diallo Sadio,22",24,2014,72.0,77.0,-5.0,right
"Abdoulaye Diallo Sadio,22",23,2013,73.0,81.0,-8.0,right
"Abdoulaye Diallo Sadio,22",22,2012,71.0,75.0,-4.0,right
"Abdoulaye Diallo Sadio,22",21,2011,71.0,75.0,-4.0,right
"Abdoulaye Diallo Sadio,22",17,2007,71.0,75.0,-4.0,right
Abdoulaye Diallo,24,2016,69.0,76.0,-7.0,right
Abdoulaye Diallo,23,2015,66.0,76.0,-10.0,right
Abdoulaye Diallo,22,2014,66.0,76.0,-10.0,right
Abdoulaye Diallo,21,2013,66.0,76.0,-10.0,right
Abdoulaye Diallo,19,2011,66.0,75.0,-9.0,right
Abdoulaye Diallo,18,2010,57.0,75.0,-18.0,right
Abdoulaye Diallo,15,2007,57.0,75.0,-18.0,right
Abdoulaye Doucoure,23,2016,73.0,79.0,-6.0,right
Abdoulaye Doucoure,22,2015,70.0,78.0,-8.0,right
Abdoulaye Doucoure,21,2014,64.0,73.0,-9.0,right
Abdoulaye Doucoure,20,2013,55.0,72.0,-17.0,right
Abdoulaye Doucoure,19,2012,55.0,72.0,-17.0,right
Abdoulaye Doucoure,14,2007,55.0,72.0,-17.0,right
Abdoulaye Faye,36,2014,68.0,68.0,0.0,right
Abdoulaye Faye,35,2013,70.0,70.0,0.0,right
Abdoulaye Faye,34,2012,73.0,73.0,0.0,right
Abdoulaye Faye,33,2011,75.0,80.0,-5.0,right
Abdoulaye Faye,32,2010,76.0,80.0,-4.0,right
Abdoulaye Faye,31,2009,76.0,80.0,-4.0,right
Abdoulaye Faye,30,2008,76.0,79.0,-3.0,right
Abdoulaye Faye,29,2007,72.0,73.0,-1.0,right
Abdoulaye Keita,22,2016,60.0,68.0,-8.0,right
Abdoulaye Keita,21,2015,60.0,68.0,-8.0,right
Abdoulaye Keita,20,2014,60.0,68.0,-8.0,right
Abdoulaye Keita,19,2013,60.0,68.0,-8.0,right
Abdoulaye Keita,13,2007,60.0,68.0,-8.0,right
Abdoulaye Meite,35,2015,65.0,65.0,0.0,right
Abdoulaye Meite,34,2014,65.0,65.0,0.0,right
Abdoulaye Meite,32,2012,65.0,65.0,0.0,right
Abdoulaye Meite,31,2011,65.0,77.0,-12.0,right
Abdoulaye Meite,30,2010,69.0,77.0,-8.0,right
Abdoulaye Meite,29,2009,72.0,77.0,-5.0,right
Abdoulaye Meite,28,2008,74.0,79.0,-5.0,right
Abdoulaye Meite,27,2007,76.0,79.0,-3.0,right
Abdoulaye Toure,22,2016,64.0,74.0,-10.0,right
Abdoulaye Toure,21,2015,64.0,74.0,-10.0,right
Abdoulaye Toure,20,2014,64.0,74.0,-10.0,right
Abdoulaye Toure,19,2013,56.0,74.0,-18.0,right
Abdoulaye Toure,13,2007,56.0,74.0,-18.0,right
Abdoulwahid Sissoko,26,2016,69.0,71.0,-2.0,left
Abdoulwahid Sissoko,25,2015,69.0,74.0,-5.0,left
Abdoulwahid Sissoko,24,2014,66.0,73.0,-7.0,left
Abdoulwahid Sissoko,23,2013,65.0,75.0,-10.0,left
Abdoulwahid Sissoko,22,2012,66.0,75.0,-9.0,left
Abdoulwahid Sissoko,21,2011,60.0,75.0,-15.0,left
Abdoulwahid Sissoko,20,2010,51.0,76.0,-25.0,left
Abdoulwahid Sissoko,18,2008,51.0,76.0,-25.0,left
Abdoulwahid Sissoko,17,2007,51.0,76.0,-25.0,left
Abdourahman Dampha,22,2013,63.0,73.0,-10.0,right
Abdourahman Dampha,21,2012,57.0,64.0,-7.0,right
Abdourahman Dampha,20,2011,57.0,64.0,-7.0,right
Abdourahman Dampha,19,2010,55.0,70.0,-15.0,right
Abdourahman Dampha,16,2007,55.0,70.0,-15.0,right
Abdul Aziz Tetteh,27,2016,66.0,67.0,-1.0,right
Abdul Aziz Tetteh,26,2015,61.0,65.0,-4.0,right
Abdul Aziz Tetteh,19,2008,61.0,65.0,-4.0,right
Abdul Aziz Tetteh,18,2007,61.0,65.0,-4.0,right
Abdul Majeed Waris,24,2015,71.0,81.0,-10.0,right
Abdul Majeed Waris,23,2014,71.0,79.0,-8.0,right
Abdul Majeed Waris,22,2013,71.0,79.0,-8.0,right
Abdul Majeed Waris,21,2012,65.0,74.0,-9.0,right
Abdul Majeed Waris,20,2011,60.0,67.0,-7.0,right
Abdul Majeed Waris,19,2010,59.0,67.0,-8.0,right
Abdul Majeed Waris,16,2007,59.0,67.0,-8.0,right
Abdul Osman,29,2016,66.0,66.0,0.0,right
Abdul Osman,28,2015,64.0,70.0,-6.0,right
Abdul Osman,27,2014,58.0,64.0,-6.0,right
Abdul Osman,26,2013,58.0,64.0,-6.0,right
Abdul Osman,25,2012,57.0,66.0,-9.0,right
Abdul Osman,24,2011,57.0,66.0,-9.0,right
Abdul Osman,23,2010,53.0,57.0,-4.0,right
Abdul Osman,22,2009,55.0,66.0,-11.0,right
Abdul Osman,21,2008,58.0,66.0,-8.0,right
Abdul Osman,20,2007,58.0,66.0,-8.0,right
Abdul Rahman Baba,22,2016,78.0,85.0,-7.0,left
Abdul Rahman Baba,21,2015,71.0,80.0,-9.0,left
Abdul Rahman Baba,20,2014,68.0,74.0,-6.0,left
Abdul Rahman Baba,19,2013,63.0,73.0,-10.0,left
Abdul Rahman Baba,18,2012,61.0,74.0,-13.0,left
Abdul Rahman Baba,13,2007,61.0,74.0,-13.0,left
Abdul-Yakinu Iddi,28,2014,64.0,65.0,-1.0,left
Abdul-Yakinu Iddi,27,2013,65.0,66.0,-1.0,left
Abdul-Yakinu Iddi,26,2012,61.0,66.0,-5.0,left
Abdul-Yakinu Iddi,25,2011,61.0,66.0,-5.0,left
Abdul-Yakinu Iddi,24,2010,61.0,66.0,-5.0,left
Abdul-Yakinu Iddi,23,2009,62.0,66.0,-4.0,left
Abdul-Yakinu Iddi,22,2008,60.0,66.0,-6.0,right
Abdul-Yakinu Iddi,21,2007,63.0,66.0,-3.0,right
Abdulkader Keita,31,2012,77.0,77.0,0.0,right
Abdulkader Keita,30,2011,82.0,82.0,0.0,right
Abdulkader Keita,29,2010,82.0,82.0,0.0,right
Abdulkader Keita,28,2009,80.0,82.0,-2.0,right
Abdulkader Keita,27,2008,79.0,85.0,-6.0,right
Abdulkader Keita,26,2007,78.0,85.0,-7.0,right
Abdulla Fatadi,28,2013,57.0,58.0,-1.0,right
Abdulla Fatadi,27,2012,57.0,58.0,-1.0,right
Abdulla Fatadi,22,2007,57.0,58.0,-1.0,right
Abdullah Al Hafith,24,2016,64.0,69.0,-5.0,right
Abdullah Al Hafith,23,2015,64.0,69.0,-5.0,right
Abdullah Al Hafith,22,2014,65.0,68.0,-3.0,right
Abdullah Al Hafith,21,2013,60.0,74.0,-14.0,right
Abdullah Al Hafith,20,2012,60.0,70.0,-10.0,right
Abdullah Al Hafith,15,2007,60.0,70.0,-10.0,right
Abdullah Omar,23,2010,54.0,57.0,-3.0,right
Abdullah Omar,22,2009,53.0,57.0,-4.0,right
Abdullah Omar,20,2007,53.0,57.0,-4.0,right
Abdullahi Shehu,23,2016,71.0,77.0,-6.0,right
Abdullahi Shehu,22,2015,71.0,80.0,-9.0,right
Abdullahi Shehu,14,2007,71.0,80.0,-9.0,right
Abel Aguilar,31,2016,73.0,73.0,0.0,right
Abel Aguilar,30,2015,73.0,73.0,0.0,right
Abel Aguilar,29,2014,77.0,77.0,0.0,right
Abel Aguilar,28,2013,76.0,76.0,0.0,right
Abel Aguilar,27,2012,74.0,77.0,-3.0,right
Abel Aguilar,26,2011,74.0,78.0,-4.0,right
Abel Aguilar,25,2010,74.0,78.0,-4.0,right
Abel Aguilar,24,2009,71.0,73.0,-2.0,right
Abel Aguilar,23,2008,55.0,63.0,-8.0,right
Abel Aguilar,22,2007,59.0,63.0,-4.0,right
Abel Gomez,33,2015,70.0,70.0,0.0,right
Abel Gomez,32,2014,67.0,67.0,0.0,right
Abel Gomez,31,2013,70.0,70.0,0.0,right
Abel Gomez,30,2012,72.0,72.0,0.0,right
Abel Gomez,29,2011,68.0,72.0,-4.0,right
Abel Gomez,28,2010,68.0,72.0,-4.0,right
Abel Gomez,27,2009,66.0,71.0,-5.0,right
Abel Gomez,25,2007,67.0,71.0,-4.0,right
Abel Hernandez,26,2016,73.0,76.0,-3.0,left
Abel Hernandez,25,2015,73.0,79.0,-6.0,left
Abel Hernandez,24,2014,72.0,81.0,-9.0,left
Abel Hernandez,23,2013,75.0,83.0,-8.0,left
Abel Hernandez,22,2012,77.0,87.0,-10.0,left
Abel Hernandez,21,2011,76.0,85.0,-9.0,left
Abel Hernandez,20,2010,65.0,79.0,-14.0,left
Abel Hernandez,19,2009,60.0,79.0,-19.0,left
Abel Hernandez,17,2007,60.0,79.0,-19.0,left
Abel Issa Camara,26,2016,69.0,71.0,-2.0,right
Abel Issa Camara,25,2015,69.0,72.0,-3.0,right
Abel Issa Camara,24,2014,69.0,72.0,-3.0,right
Abel Issa Camara,23,2013,67.0,72.0,-5.0,right
Abel Issa Camara,22,2012,64.0,72.0,-8.0,right
Abel Issa Camara,17,2007,64.0,72.0,-8.0,right
Abel Khaled,23,2015,61.0,70.0,-9.0,right
Abel Khaled,22,2014,61.0,73.0,-12.0,right
Abel Khaled,21,2013,61.0,73.0,-12.0,right
Abel Khaled,20,2012,61.0,73.0,-12.0,right
Abel Khaled,15,2007,61.0,73.0,-12.0,right
Abel Tamata,26,2016,68.0,71.0,-3.0,right
Abel Tamata,25,2015,66.0,69.0,-3.0,right
Abel Tamata,24,2014,66.0,69.0,-3.0,right
Abel Tamata,23,2013,68.0,75.0,-7.0,right
Abel Tamata,22,2012,69.0,76.0,-7.0,right
Abel Tamata,21,2011,62.0,73.0,-11.0,right
Abel Tamata,17,2007,62.0,73.0,-11.0,right
Abel,32,2010,72.0,75.0,-3.0,right
Abel,31,2009,73.0,75.0,-2.0,right
Abel,29,2007,70.0,72.0,-2.0,right
Abella Perez Damia,34,2016,71.0,71.0,0.0,right
Abella Perez Damia,33,2015,72.0,72.0,0.0,right
Abella Perez Damia,32,2014,72.0,72.0,0.0,right
Abella Perez Damia,31,2013,73.0,73.0,0.0,right
Abella Perez Damia,30,2012,71.0,71.0,0.0,right
Abella Perez Damia,29,2011,69.0,69.0,0.0,right
Abella Perez Damia,28,2010,70.0,76.0,-6.0,right
Abella Perez Damia,27,2009,66.0,72.0,-6.0,right
Abella Perez Damia,26,2008,65.0,72.0,-7.0,right
Abella Perez Damia,25,2007,69.0,72.0,-3.0,right
Abiola Dauda,28,2016,67.0,67.0,0.0,right
Abiola Dauda,27,2015,68.0,69.0,-1.0,right
Abiola Dauda,26,2014,68.0,70.0,-2.0,right
Abiola Dauda,24,2012,61.0,64.0,-3.0,right
Abiola Dauda,23,2011,60.0,63.0,-3.0,right
Abiola Dauda,22,2010,65.0,74.0,-9.0,right
Abiola Dauda,21,2009,63.0,68.0,-5.0,right
