player_name,age,year,overall_rating,potential,overall_rating_potential_diff,preferred_foot
Amin Younes,18,2011,63.0,77.0,-14.0,right
Amin Younes,14,2007,63.0,77.0,-14.0,right
Amine Linganzi,26,2015,61.0,65.0,-4.0,right
Amine Linganzi,25,2014,61.0,69.0,-8.0,right
Amine Linganzi,24,2013,65.0,71.0,-6.0,right
Amine Linganzi,23,2012,66.0,71.0,-5.0,right
Amine Linganzi,22,2011,65.0,71.0,-6.0,right
Amine Linganzi,21,2010,57.0,75.0,-18.0,right
Amine Linganzi,20,2009,50.0,65.0,-15.0,right
Amine Linganzi,19,2008,46.0,51.0,-5.0,right
Amine Linganzi,18,2007,46.0,51.0,-5.0,right
Amine Mohamed Chermiti,29,2016,69.0,69.0,0.0,left
Amine Mohamed Chermiti,28,2015,70.0,70.0,0.0,left
Amine Mohamed Chermiti,27,2014,69.0,74.0,-5.0,left
Amine Mohamed Chermiti,26,2013,68.0,73.0,-5.0,left
Amine Mohamed Chermiti,25,2012,67.0,77.0,-10.0,left
Amine Mohamed Chermiti,24,2011,67.0,77.0,-10.0,left
Amine Mohamed Chermiti,23,2010,65.0,75.0,-10.0,left
Amine Mohamed Chermiti,22,2009,65.0,75.0,-10.0,left
Amine Mohamed Chermiti,21,2008,65.0,75.0,-10.0,left
Amine Mohamed Chermiti,20,2007,65.0,75.0,-10.0,left
Amir Abrashi,26,2016,70.0,73.0,-3.0,right
Amir Abrashi,25,2015,66.0,72.0,-6.0,right
Amir Abrashi,24,2014,64.0,70.0,-6.0,right
Amir Abrashi,23,2013,50.0,62.0,-12.0,right
Amir Abrashi,22,2012,56.0,67.0,-11.0,right
Amir Abrashi,21,2011,55.0,67.0,-12.0,right
Amir Abrashi,20,2010,55.0,65.0,-10.0,right
Amir Abrashi,17,2007,55.0,65.0,-10.0,right
Amir Spahic,30,2013,59.0,59.0,0.0,left
Amir Spahic,29,2012,60.0,66.0,-6.0,left
Amir Spahic,28,2011,53.0,63.0,-10.0,right
Amir Spahic,27,2010,49.0,64.0,-15.0,right
Amir Spahic,26,2009,49.0,65.0,-16.0,right
Amir Spahic,24,2007,49.0,65.0,-16.0,right
Ammar Jemal,27,2014,70.0,71.0,-1.0,left
Ammar Jemal,26,2013,70.0,71.0,-1.0,left
Ammar Jemal,25,2012,75.0,71.0,4.0,left
Ammar Jemal,24,2011,69.0,73.0,-4.0,left
Ammar Jemal,23,2010,66.0,72.0,-6.0,right
Ammar Jemal,20,2007,66.0,72.0,-6.0,right
Amoreirinha,29,2013,66.0,68.0,-2.0,right
Amoreirinha,28,2012,67.0,70.0,-3.0,right
Amoreirinha,26,2010,67.0,70.0,-3.0,right
Amoreirinha,25,2009,60.0,65.0,-5.0,right
Amoreirinha,23,2007,60.0,65.0,-5.0,right
Amos Youga,23,2015,66.0,74.0,-8.0,right
Amos Youga,22,2014,59.0,71.0,-12.0,right
Amos Youga,21,2013,59.0,71.0,-12.0,right
Amos Youga,20,2012,59.0,71.0,-12.0,right
Amos Youga,15,2007,59.0,71.0,-12.0,right
Amr Zaki,31,2014,71.0,71.0,0.0,right
Amr Zaki,30,2013,71.0,71.0,0.0,right
Amr Zaki,27,2010,71.0,71.0,0.0,right
Amr Zaki,26,2009,71.0,71.0,0.0,right
Amr Zaki,25,2008,71.0,78.0,-7.0,right
Amr Zaki,24,2007,71.0,78.0,-7.0,right
Anaitz Arbilla,28,2015,70.0,72.0,-2.0,right
Anaitz Arbilla,27,2014,70.0,72.0,-2.0,right
Anaitz Arbilla,26,2013,67.0,72.0,-5.0,right
Anaitz Arbilla,25,2012,68.0,72.0,-4.0,right
Anaitz Arbilla,24,2011,68.0,71.0,-3.0,right
Anaitz Arbilla,23,2010,63.0,71.0,-8.0,right
Anaitz Arbilla,20,2007,63.0,71.0,-8.0,right
Anas Tahiri,20,2015,57.0,69.0,-12.0,right
Anas Tahiri,19,2014,54.0,69.0,-15.0,right
Anas Tahiri,12,2007,54.0,69.0,-15.0,right
Anass Achahbar,22,2016,69.0,74.0,-5.0,left
Anass Achahbar,21,2015,64.0,72.0,-8.0,left
Anass Achahbar,20,2014,64.0,74.0,-10.0,left
Anass Achahbar,19,2013,65.0,76.0,-11.0,left
Anass Achahbar,18,2012,63.0,78.0,-15.0,left
Anass Achahbar,17,2011,60.0,80.0,-20.0,left
Anass Achahbar,13,2007,60.0,80.0,-20.0,left
Anastasios Donis,20,2016,61.0,75.0,-14.0,right
Anastasios Donis,19,2015,60.0,77.0,-17.0,right
Anastasios Donis,11,2007,60.0,77.0,-17.0,right
Anatole Ngamukol,28,2016,65.0,65.0,0.0,right
Anatole Ngamukol,27,2015,66.0,66.0,0.0,right
Anatole Ngamukol,26,2014,66.0,69.0,-3.0,right
Anatole Ngamukol,25,2013,58.0,61.0,-3.0,right
Anatole Ngamukol,24,2012,51.0,59.0,-8.0,right
Anatole Ngamukol,19,2007,51.0,59.0,-8.0,right
Anatoli Tymoschuk,35,2014,75.0,75.0,0.0,right
Anatoli Tymoschuk,34,2013,78.0,78.0,0.0,right
Anatoli Tymoschuk,33,2012,80.0,80.0,0.0,right
Anatoli Tymoschuk,32,2011,81.0,83.0,-2.0,right
Anatoli Tymoschuk,31,2010,82.0,85.0,-3.0,right
Anatoli Tymoschuk,30,2009,84.0,85.0,-1.0,right
Anatoli Tymoschuk,29,2008,84.0,86.0,-2.0,right
Anatoli Tymoschuk,28,2007,75.0,76.0,-1.0,right
Ancelmo Junior,25,2015,66.0,68.0,-2.0,right
Ancelmo Junior,24,2014,64.0,66.0,-2.0,right
Ancelmo Junior,17,2007,64.0,66.0,-2.0,right
Anco Jansen,25,2014,65.0,70.0,-5.0,right
Anco Jansen,23,2012,65.0,70.0,-5.0,right
Anco Jansen,18,2007,65.0,70.0,-5.0,right
Ander Capa,24,2016,73.0,78.0,-5.0,right
Ander Capa,23,2015,71.0,76.0,-5.0,right
Ander Capa,22,2014,62.0,74.0,-12.0,right
Ander Capa,21,2013,62.0,74.0,-12.0,right
Ander Capa,15,2007,62.0,74.0,-12.0,right
Ander Herrera,27,2016,81.0,82.0,-1.0,right
Ander Herrera,26,2015,79.0,84.0,-5.0,right
Ander Herrera,25,2014,79.0,82.0,-3.0,right
Ander Herrera,24,2013,77.0,81.0,-4.0,right
Ander Herrera,23,2012,76.0,83.0,-7.0,right
Ander Herrera,22,2011,79.0,83.0,-4.0,right
Ander Herrera,21,2010,70.0,83.0,-13.0,right
Ander Herrera,20,2009,70.0,83.0,-13.0,right
Ander Herrera,18,2007,70.0,83.0,-13.0,right
Ander Iturraspe,27,2016,81.0,82.0,-1.0,right
Ander Iturraspe,26,2015,80.0,83.0,-3.0,right
Ander Iturraspe,25,2014,78.0,82.0,-4.0,right
Ander Iturraspe,24,2013,76.0,78.0,-2.0,right
Ander Iturraspe,23,2012,73.0,78.0,-5.0,right
Ander Iturraspe,22,2011,73.0,78.0,-5.0,right
Ander Iturraspe,21,2010,71.0,76.0,-5.0,right
Ander Iturraspe,20,2009,58.0,65.0,-7.0,right
Ander Iturraspe,19,2008,56.0,61.0,-5.0,right
Ander Iturraspe,18,2007,56.0,61.0,-5.0,right
Ander Murillo,28,2011,68.0,73.0,-5.0,left
Ander Murillo,27,2010,67.0,73.0,-6.0,left
Ander Murillo,26,2009,61.0,77.0,-16.0,left
Ander Murillo,25,2008,73.0,77.0,-4.0,left
Ander Murillo,24,2007,75.0,78.0,-3.0,left
Anders Christiansen,26,2016,72.0,76.0,-4.0,right
Anders Christiansen,25,2015,67.0,71.0,-4.0,right
Anders Christiansen,24,2014,63.0,72.0,-9.0,right
Anders Christiansen,23,2013,63.0,73.0,-10.0,right
Anders Christiansen,22,2012,63.0,73.0,-10.0,right
Anders Christiansen,21,2011,53.0,63.0,-10.0,right
Anders Christiansen,20,2010,40.0,55.0,-15.0,right
Anders Christiansen,17,2007,40.0,55.0,-15.0,right
Anders Konradsen,26,2016,72.0,76.0,-4.0,right
Anders Konradsen,25,2015,72.0,77.0,-5.0,right
Anders Konradsen,24,2014,72.0,77.0,-5.0,right
Anders Konradsen,23,2013,72.0,77.0,-5.0,right
Anders Konradsen,22,2012,69.0,76.0,-7.0,right
Anders Konradsen,21,2011,62.0,76.0,-14.0,right
Anders Konradsen,20,2010,62.0,76.0,-14.0,right
Anders Konradsen,19,2009,62.0,76.0,-14.0,right
Anders Konradsen,18,2008,47.0,76.0,-29.0,right
Anders Konradsen,17,2007,47.0,76.0,-29.0,right
Anders Lindegaard,32,2016,77.0,77.0,0.0,right
Anders Lindegaard,31,2015,76.0,76.0,0.0,right
Anders Lindegaard,30,2014,78.0,78.0,0.0,right
Anders Lindegaard,29,2013,78.0,80.0,-2.0,right
Anders Lindegaard,28,2012,78.0,80.0,-2.0,right
Anders Lindegaard,27,2011,76.0,80.0,-4.0,right
Anders Lindegaard,26,2010,65.0,70.0,-5.0,right
Anders Lindegaard,25,2009,63.0,69.0,-6.0,right
Anders Lindegaard,24,2008,57.0,62.0,-5.0,right
Anders Lindegaard,23,2007,57.0,62.0,-5.0,right
Anderson Carvalho,26,2016,66.0,70.0,-4.0,left
Anderson Carvalho,25,2015,65.0,69.0,-4.0,left
Anderson Carvalho,24,2014,63.0,68.0,-5.0,left
Anderson Carvalho,22,2012,63.0,68.0,-5.0,left
Anderson Carvalho,21,2011,64.0,71.0,-7.0,left
Anderson Carvalho,17,2007,64.0,71.0,-7.0,left
Anderson Conceicao,27,2016,72.0,74.0,-2.0,left
Anderson Conceicao,25,2014,72.0,74.0,-2.0,left
Anderson Conceicao,24,2013,71.0,74.0,-3.0,left
Anderson Conceicao,23,2012,69.0,72.0,-3.0,left
Anderson Conceicao,18,2007,69.0,72.0,-3.0,left
Anderson Correia,25,2016,69.0,74.0,-5.0,left
Anderson Correia,24,2015,71.0,76.0,-5.0,left
Anderson Correia,23,2014,64.0,69.0,-5.0,left
Anderson Correia,16,2007,64.0,69.0,-5.0,left
Anderson Esiti,22,2016,72.0,79.0,-7.0,right
Anderson Esiti,21,2015,69.0,79.0,-10.0,right
Anderson Esiti,20,2014,70.0,80.0,-10.0,right
Anderson Esiti,13,2007,70.0,80.0,-10.0,right
Anderson Luis,28,2016,71.0,72.0,-1.0,right
Anderson Luis,27,2015,70.0,71.0,-1.0,right
Anderson Luis,26,2014,67.0,71.0,-4.0,right
Anderson Luis,25,2013,67.0,71.0,-4.0,right
Anderson Luis,24,2012,68.0,71.0,-3.0,right
Anderson Luis,21,2009,68.0,71.0,-3.0,right
Anderson Luis,20,2008,68.0,69.0,-1.0,right
Anderson Luis,19,2007,68.0,69.0,-1.0,right
Anderson Melo,22,2012,58.0,63.0,-5.0,left
Anderson Melo,21,2011,58.0,60.0,-2.0,left
Anderson Melo,17,2007,58.0,60.0,-2.0,left
Anderson Talisca,22,2016,76.0,81.0,-5.0,left
Anderson Talisca,21,2015,77.0,84.0,-7.0,left
Anderson Talisca,20,2014,69.0,77.0,-8.0,left
Anderson Talisca,19,2013,65.0,75.0,-10.0,right
Anderson Talisca,13,2007,65.0,75.0,-10.0,right
Anderson,28,2016,73.0,74.0,-1.0,left
Anderson,27,2015,73.0,74.0,-1.0,left
Anderson,26,2014,76.0,77.0,-1.0,left
Anderson,25,2013,77.0,80.0,-3.0,left
Anderson,24,2012,78.0,84.0,-6.0,left
Anderson,23,2011,78.0,85.0,-7.0,left
Anderson,22,2010,81.0,87.0,-6.0,left
Anderson,21,2009,81.0,89.0,-8.0,left
Anderson,20,2008,82.0,89.0,-7.0,left
Anderson,19,2007,78.0,91.0,-13.0,left
Andi Lila,29,2015,62.0,65.0,-3.0,right
Andi Lila,21,2007,62.0,65.0,-3.0,right
Andile Jali,26,2016,72.0,74.0,-2.0,right
Andile Jali,25,2015,71.0,74.0,-3.0,right
Andile Jali,24,2014,74.0,80.0,-6.0,right
Andile Jali,23,2013,74.0,80.0,-6.0,right
Andile Jali,22,2012,74.0,80.0,-6.0,right
Andile Jali,21,2011,66.0,79.0,-13.0,right
Andile Jali,20,2010,63.0,75.0,-12.0,right
Andile Jali,19,2009,48.0,65.0,-17.0,right
Andile Jali,17,2007,48.0,65.0,-17.0,right
Andis Shala,22,2010,59.0,70.0,-11.0,right
Andis Shala,21,2009,55.0,74.0,-19.0,right
Andis Shala,20,2008,52.0,62.0,-10.0,right
Andis Shala,19,2007,52.0,62.0,-10.0,right
Andjelko Djuricic,31,2011,68.0,75.0,-7.0,right
Andjelko Djuricic,30,2010,68.0,75.0,-7.0,right
Andjelko Djuricic,29,2009,68.0,75.0,-7.0,right
Andjelko Djuricic,27,2007,68.0,75.0,-7.0,right
Andoni Iraola,34,2016,78.0,78.0,0.0,right
Andoni Iraola,33,2015,79.0,79.0,0.0,right
Andoni Iraola,32,2014,78.0,78.0,0.0,right
Andoni Iraola,31,2013,78.0,78.0,0.0,right
Andoni Iraola,30,2012,79.0,79.0,0.0,right
Andoni Iraola,29,2011,79.0,79.0,0.0,right
Andoni Iraola,28,2010,79.0,81.0,-2.0,right
Andoni Iraola,27,2009,73.0,77.0,-4.0,right
Andoni Iraola,26,2008,72.0,77.0,-5.0,right
Andoni Iraola,25,2007,74.0,80.0,-6.0,right
Andras Gosztonyi,26,2016,64.0,68.0,-4.0,right
Andras Gosztonyi,20,2010,64.0,68.0,-4.0,right
Andras Gosztonyi,17,2007,64.0,68.0,-4.0,right
Andraz Kirm,31,2015,66.0,66.0,0.0,right
Andraz Kirm,30,2014,68.0,68.0,0.0,right
Andraz Kirm,29,2013,68.0,69.0,-1.0,right
Andraz Kirm,28,2012,68.0,72.0,-4.0,right
Andraz Kirm,27,2011,72.0,84.0,-12.0,right
Andraz Kirm,26,2010,71.0,84.0,-13.0,left
Andraz Kirm,25,2009,71.0,84.0,-13.0,left
Andraz Kirm,24,2008,58.0,84.0,-26.0,left
Andraz Kirm,23,2007,55.0,84.0,-29.0,left
Andre Albino Carvalho da Cunha,35,2013,69.0,69.0,0.0,left
Andre Albino Carvalho da Cunha,34,2012,62.0,62.0,0.0,left
Andre Albino Carvalho da Cunha,33,2011,61.0,61.0,0.0,left
Andre Albino Carvalho da Cunha,29,2007,61.0,61.0,0.0,left
Andre Almeida,26,2016,75.0,77.0,-2.0,right
Andre Almeida,25,2015,73.0,77.0,-4.0,right
Andre Almeida,24,2014,73.0,78.0,-5.0,right
Andre Almeida,23,2013,69.0,78.0,-9.0,right
Andre Almeida,22,2012,69.0,78.0,-9.0,right
Andre Almeida,21,2011,69.0,78.0,-9.0,right
Andre Almeida,20,2010,69.0,78.0,-9.0,right
Andre Almeida,19,2009,55.0,78.0,-23.0,right
Andre Almeida,17,2007,55.0,78.0,-23.0,right
Andre Andre,27,2016,80.0,82.0,-2.0,right
Andre Andre,26,2015,78.0,81.0,-3.0,right
Andre Andre,25,2014,69.0,77.0,-8.0,right
Andre Andre,24,2013,68.0,79.0,-11.0,right
Andre Andre,23,2012,67.0,79.0,-12.0,right
Andre Andre,21,2010,67.0,79.0,-12.0,right
Andre Andre,18,2007,67.0,79.0,-12.0,right
Andre Anguissa,21,2016,57.0,69.0,-12.0,right
Andre Anguissa,20,2015,55.0,67.0,-12.0,right
Andre Anguissa,12,2007,55.0,67.0,-12.0,right
Andre Auras,23,2014,58.0,65.0,-7.0,right
Andre Auras,22,2013,58.0,65.0,-7.0,right
Andre Auras,16,2007,58.0,65.0,-7.0,right
Andre Ayew,27,2016,79.0,79.0,0.0,left
Andre Ayew,26,2015,78.0,81.0,-3.0,left
Andre Ayew,25,2014,79.0,85.0,-6.0,left
Andre Ayew,24,2013,81.0,85.0,-4.0,left
Andre Ayew,23,2012,81.0,85.0,-4.0,left
Andre Ayew,22,2011,76.0,84.0,-8.0,left
Andre Ayew,21,2010,67.0,76.0,-9.0,left
Andre Ayew,20,2009,64.0,74.0,-10.0,left
Andre Ayew,19,2008,67.0,78.0,-11.0,left
Andre Ayew,18,2007,62.0,78.0,-16.0,left
Andre Bahia,31,2014,69.0,70.0,-1.0,left
Andre Bahia,30,2013,69.0,70.0,-1.0,left
Andre Bahia,28,2011,69.0,70.0,-1.0,left
Andre Bahia,27,2010,73.0,75.0,-2.0,left
Andre Bahia,26,2009,70.0,75.0,-5.0,right
Andre Bahia,25,2008,72.0,75.0,-3.0,right
Andre Bahia,24,2007,74.0,75.0,-1.0,right
Andre Bikey,30,2015,66.0,66.0,0.0,right
Andre Bikey,29,2014,66.0,66.0,0.0,right
Andre Bikey,28,2013,66.0,74.0,-8.0,right
Andre Bikey,26,2011,71.0,74.0,-3.0,right
Andre Bikey,25,2010,74.0,75.0,-1.0,right
Andre Bikey,24,2009,73.0,75.0,-2.0,right
Andre Bikey,23,2008,68.0,75.0,-7.0,right
Andre Bikey,22,2007,69.0,70.0,-1.0,right
Andre Biyogo Poko,23,2016,71.0,78.0,-7.0,right
Andre Biyogo Poko,22,2015,69.0,72.0,-3.0,right
Andre Biyogo Poko,21,2014,69.0,77.0,-8.0,right
Andre Biyogo Poko,20,2013,63.0,74.0,-11.0,right
Andre Biyogo Poko,19,2012,60.0,74.0,-14.0,right
Andre Biyogo Poko,18,2011,60.0,74.0,-14.0,right
Andre Biyogo Poko,14,2007,60.0,74.0,-14.0,right
Andre Blackman,25,2015,57.0,62.0,-5.0,left
Andre Blackman,24,2014,57.0,62.0,-5.0,left
Andre Blackman,23,2013,59.0,62.0,-3.0,left
Andre Blackman,22,2012,59.0,62.0,-3.0,left
Andre Blackman,20,2010,59.0,62.0,-3.0,left
Andre Blackman,19,2009,59.0,62.0,-3.0,left
Andre Blackman,17,2007,59.0,62.0,-3.0,left
Andre Bukia,21,2016,65.0,75.0,-10.0,left
Andre Bukia,20,2015,64.0,74.0,-10.0,left
Andre Bukia,12,2007,64.0,74.0,-10.0,left
Andre Carrillo,25,2016,79.0,84.0,-5.0,right
Andre Carrillo,24,2015,77.0,82.0,-5.0,right
Andre Carrillo,23,2014,77.0,83.0,-6.0,right
Andre Carrillo,22,2013,77.0,86.0,-9.0,right
Andre Carrillo,21,2012,76.0,82.0,-6.0,right
Andre Carrillo,20,2011,71.0,79.0,-8.0,right
Andre Carrillo,16,2007,71.0,79.0,-8.0,right
Andre Castro,28,2016,73.0,73.0,0.0,right
Andre Castro,27,2015,71.0,75.0,-4.0,right
Andre Castro,26,2014,73.0,75.0,-2.0,right
Andre Castro,25,2013,73.0,75.0,-2.0,right
Andre Castro,24,2012,73.0,81.0,-8.0,right
Andre Castro,23,2011,72.0,82.0,-10.0,right
Andre Castro,22,2010,71.0,82.0,-11.0,right
Andre Castro,21,2009,69.0,75.0,-6.0,right
Andre Castro,20,2008,69.0,75.0,-6.0,right
Andre Castro,19,2007,69.0,75.0,-6.0,right
Andre Claro,24,2015,67.0,73.0,-6.0,right
Andre Claro,23,2014,66.0,73.0,-7.0,right
Andre Claro,22,2013,66.0,73.0,-7.0,right
Andre Claro,16,2007,66.0,73.0,-7.0,right
Andre Costa,21,2013,59.0,65.0,-6.0,right
Andre Costa,20,2012,59.0,65.0,-6.0,right
Andre Costa,15,2007,59.0,65.0,-6.0,right
Andre Dias,35,2014,76.0,76.0,0.0,right
Andre Dias,34,2013,80.0,80.0,0.0,right
Andre Dias,33,2012,81.0,81.0,0.0,right
Andre Dias,32,2011,79.0,84.0,-5.0,right
Andre Dias,31,2010,77.0,84.0,-7.0,right
Andre Dias,30,2009,75.0,84.0,-9.0,right
Andre Dias,29,2008,71.0,84.0,-13.0,right
Andre Dias,28,2007,78.0,84.0,-6.0,right
Andre Fontes,30,2015,67.0,67.0,0.0,right
Andre Fontes,29,2014,67.0,67.0,0.0,right
Andre Fontes,27,2012,67.0,67.0,0.0,right
Andre Fontes,26,2011,67.0,68.0,-1.0,right
Andre Fontes,24,2009,67.0,68.0,-1.0,right
Andre Fontes,23,2008,56.0,70.0,-14.0,right
Andre Fontes,22,2007,56.0,70.0,-14.0,right
Andre Geraldes,25,2016,75.0,80.0,-5.0,right
Andre Geraldes,24,2015,69.0,76.0,-7.0,right
Andre Geraldes,23,2014,61.0,70.0,-9.0,right
Andre Geraldes,16,2007,61.0,70.0,-9.0,right
Andre Gomes,23,2016,80.0,87.0,-7.0,right
Andre Gomes,22,2015,76.0,83.0,-7.0,right
Andre Gomes,21,2014,69.0,82.0,-13.0,right
Andre Gomes,20,2013,69.0,82.0,-13.0,right
Andre Gomes,14,2007,69.0,82.0,-13.0,right
Andre Hahn,25,2015,76.0,78.0,-2.0,right
Andre Hahn,24,2014,71.0,77.0,-6.0,right
Andre Hahn,23,2013,64.0,72.0,-8.0,left
Andre Hahn,17,2007,64.0,72.0,-8.0,left
Andre Hainault,29,2015,67.0,67.0,0.0,right
Andre Hainault,28,2014,62.0,66.0,-4.0,right
Andre Hainault,27,2013,62.0,70.0,-8.0,right
Andre Hainault,26,2012,67.0,68.0,-1.0,right
Andre Hainault,25,2011,63.0,68.0,-5.0,right
Andre Hainault,24,2010,64.0,68.0,-4.0,right
Andre Hainault,23,2009,66.0,69.0,-3.0,right
Andre Hainault,21,2007,66.0,69.0,-3.0,right
Andre Hoffmann,22,2015,74.0,79.0,-5.0,right
Andre Hoffmann,21,2014,69.0,79.0,-10.0,right
Andre Hoffmann,20,2013,66.0,79.0,-13.0,right
Andre Hoffmann,19,2012,62.0,78.0,-16.0,right
Andre Hoffmann,18,2011,57.0,67.0,-10.0,right
Andre Hoffmann,17,2010,58.0,67.0,-9.0,right
Andre Hoffmann,14,2007,58.0,67.0,-9.0,right
Andre Horta,20,2016,70.0,82.0,-12.0,right
Andre Horta,19,2015,61.0,75.0,-14.0,right
Andre Horta,18,2014,61.0,75.0,-14.0,right
Andre Horta,11,2007,61.0,75.0,-14.0,right
Andre Leao,31,2016,71.0,71.0,0.0,right
Andre Leao,30,2015,72.0,73.0,-1.0,right
Andre Leao,29,2014,74.0,77.0,-3.0,right
Andre Leao,28,2013,72.0,76.0,-4.0,right
Andre Leao,27,2012,67.0,71.0,-4.0,right
Andre Leao,26,2011,64.0,68.0,-4.0,right
Andre Leao,25,2010,58.0,68.0,-10.0,right
Andre Leao,22,2007,58.0,68.0,-10.0,right
Andre Lenz,39,2012,68.0,68.0,0.0,right
Andre Lenz,38,2011,70.0,75.0,-5.0,right
Andre Lenz,37,2010,71.0,75.0,-4.0,right
Andre Lenz,36,2009,71.0,75.0,-4.0,right
Andre Lenz,35,2008,71.0,75.0,-4.0,right
Andre Lenz,34,2007,73.0,75.0,-2.0,right
Andre Leone,31,2010,71.0,81.0,-10.0,left
Andre Leone,30,2009,71.0,81.0,-10.0,left
Andre Leone,29,2008,71.0,81.0,-10.0,left
Andre Leone,28,2007,73.0,81.0,-8.0,left
Andre Luiz,33,2013,73.0,73.0,0.0,right
Andre Luiz,32,2012,73.0,73.0,0.0,right
Andre Luiz,31,2011,74.0,74.0,0.0,right
Andre Luiz,30,2010,71.0,73.0,-2.0,right
Andre Luiz,29,2009,70.0,72.0,-2.0,right
Andre Luiz,28,2008,70.0,73.0,-3.0,right
Andre Luiz,27,2007,72.0,73.0,-1.0,right
Andre Marques,29,2016,65.0,65.0,0.0,left
Andre Marques,28,2015,64.0,68.0,-4.0,left
Andre Marques,27,2014,64.0,68.0,-4.0,left
Andre Marques,26,2013,68.0,73.0,-5.0,left
Andre Marques,25,2012,68.0,75.0,-7.0,left
Andre Marques,24,2011,69.0,73.0,-4.0,left
Andre Marques,23,2010,71.0,78.0,-7.0,left
Andre Marques,22,2009,71.0,78.0,-7.0,left
Andre Marques,21,2008,60.0,66.0,-6.0,right
Andre Marques,20,2007,62.0,66.0,-4.0,right
Andre Martins,26,2016,73.0,75.0,-2.0,right
Andre Martins,25,2015,76.0,79.0,-3.0,right
Andre Martins,24,2014,75.0,83.0,-8.0,right
Andre Martins,23,2013,74.0,84.0,-10.0,right
Andre Martins,22,2012,70.0,78.0,-8.0,right
Andre Martins,21,2011,65.0,73.0,-8.0,right
Andre Martins,17,2007,65.0,73.0,-8.0,right
Andre Micael,27,2016,66.0,67.0,-1.0,right
Andre Micael,26,2015,65.0,70.0,-5.0,right
Andre Micael,25,2014,67.0,71.0,-4.0,right
Andre Micael,24,2013,65.0,70.0,-5.0,right
Andre Micael,23,2012,60.0,68.0,-8.0,right
Andre Micael,22,2011,59.0,68.0,-9.0,right
Andre Micael,18,2007,59.0,68.0,-9.0,right
Andre Mijatovic,36,2015,64.0,64.0,0.0,right
Andre Mijatovic,35,2014,67.0,67.0,0.0,right
Andre Mijatovic,34,2013,69.0,69.0,0.0,right
Andre Mijatovic,33,2012,73.0,73.0,0.0,right
Andre Mijatovic,32,2011,70.0,79.0,-9.0,right
Andre Mijatovic,31,2010,70.0,79.0,-9.0,right
Andre Mijatovic,30,2009,71.0,79.0,-8.0,right
Andre Mijatovic,29,2008,72.0,79.0,-7.0,right
Andre Mijatovic,28,2007,64.0,67.0,-3.0,right
Andre Moreira,20,2015,70.0,85.0,-15.0,right
Andre Moreira,19,2014,64.0,80.0,-16.0,right
Andre Moreira,12,2007,64.0,80.0,-16.0,right
Andre Ooijer,38,2012,67.0,67.0,0.0,right
Andre Ooijer,37,2011,72.0,78.0,-6.0,right
Andre Ooijer,36,2010,75.0,78.0,-3.0,right
Andre Ooijer,35,2009,75.0,78.0,-3.0,right
Andre Ooijer,34,2008,74.0,78.0,-4.0,right
Andre Ooijer,33,2007,80.0,82.0,-2.0,right
Andre Pinto,27,2016,76.0,77.0,-1.0,right
Andre Pinto,26,2015,71.0,74.0,-3.0,right
Andre Pinto,25,2014,68.0,74.0,-6.0,right
Andre Pinto,24,2013,68.0,74.0,-6.0,right
Andre Pinto,23,2012,67.0,76.0,-9.0,right
Andre Pinto,22,2011,68.0,74.0,-6.0,right
Andre Pinto,21,2010,64.0,76.0,-12.0,right
Andre Pinto,20,2009,61.0,72.0,-11.0,right
Andre Pinto,18,2007,61.0,72.0,-11.0,right
Andre Ramalho Silva,24,2016,71.0,76.0,-5.0,right
Andre Ramalho Silva,23,2015,69.0,74.0,-5.0,right
Andre Ramalho Silva,22,2014,66.0,79.0,-13.0,right
Andre Ramalho Silva,21,2013,64.0,76.0,-12.0,right
Andre Ramalho Silva,15,2007,64.0,76.0,-12.0,right
Andre Santos,27,2016,69.0,70.0,-1.0,right
Andre Santos,26,2015,68.0,72.0,-4.0,right
Andre Santos,31,2014,72.0,72.0,0.0,left
Andre Santos,30,2013,74.0,74.0,0.0,left
Andre Santos,29,2012,74.0,76.0,-2.0,left
Andre Santos,28,2011,75.0,80.0,-5.0,left
Andre Santos,27,2010,75.0,88.0,-13.0,left
Andre Santos,26,2009,75.0,88.0,-13.0,left
Andre Santos,25,2008,73.0,88.0,-15.0,left
Andre Santos,24,2007,65.0,71.0,-6.0,left
Andre Schuerrle,26,2016,79.0,83.0,-4.0,right
Andre Schuerrle,25,2015,81.0,84.0,-3.0,right
Andre Schuerrle,24,2014,80.0,85.0,-5.0,right
Andre Schuerrle,23,2013,79.0,85.0,-6.0,right
Andre Schuerrle,22,2012,79.0,85.0,-6.0,right
Andre Schuerrle,21,2011,76.0,82.0,-6.0,right
Andre Schuerrle,20,2010,66.0,78.0,-12.0,right
Andre Schuerrle,19,2009,65.0,78.0,-13.0,right
Andre Schuerrle,17,2007,65.0,78.0,-13.0,right
Andre Silva,21,2016,70.0,84.0,-14.0,right
Andre Silva,20,2015,70.0,86.0,-16.0,right
Andre Silva,12,2007,70.0,86.0,-16.0,right
Andre Simoes,26,2015,69.0,75.0,-6.0,right
Andre Simoes,25,2014,67.0,72.0,-5.0,right
Andre Simoes,18,2007,67.0,72.0,-5.0,right
Andre Sousa,26,2016,71.0,76.0,-5.0,left
Andre Sousa,25,2015,68.0,72.0,-4.0,left
Andre Sousa,23,2013,68.0,68.0,0.0,left
Andre Sousa,22,2012,68.0,68.0,0.0,right
